food,Caloric_Value,Fat,Carbohydrates,Sugars,Protein,Dietary_Fiber,Cholesterol,Iron
soy meal raw,414,2.9,49,0,54.8,0,0,16.7
soymilk low fat,104,1.5,17.5,8.5,4,1.9,0,1.1
sprouted soybean raw,85,4.7,6.7,0,9.2,0.8,0,0.3
soybean raw,830,37.1,56.1,13.6,67.9,17.3,0,29.2
tempeh cooked,55,3.2,2.6,0,5.1,0,0,0.6
vanilla soymilk light,83,2.1,9.4,1,6.4,1.5,0,1.1
chocolate soymilk,153,3.7,24.2,19.1,5.5,1,0,0.5
soy oil,120,13.6,0,0,0,0,0,0
natto,169,8.8,11.5,3.9,14.2,4.3,0,0.5
chrysanthemum raw,12,0.3,1.5,0,1.7,1.5,0,0.044
gourd cooked,100,0.6,25.5,9.2,1.2,5.2,0,0.2
cauliflower raw,3,0.081,0.6,0.2,0.2,0.3,0,0.01
red cabbage raw,53,0.3,12.5,6.5,2.4,3.6,0,1.4
broccoli raab raw,9,0.2,1.1,0.2,1.3,1.1,0,0.022
napa cabbage cooked,13,0.2,2.4,0,1.2,0,0,0.8
kelp,2,0.067,0.5,0.069,0.07,0.018,0,0.1
shallots raw,18,0.061,4.2,2,0.6,0.8,0,0.004
bamboo shoots raw,49,0.5,9.4,5.4,4.7,4,0,0.3
jute cooked,32,0.2,6.3,0.9,3.2,1.7,0,2.7
red lettuce,4,0.08,0.6,0.1,0.4,0.3,0,0.093
broccoli cooked,98,1.1,20.1,3.9,6.7,9.2,0,0.2
romanesco raw,20,0.2,3.9,1.9,1.9,2,0,0.5
eggplant raw,115,0.8,26.9,16.2,4.5,13.7,0,1.1
leeks raw,54,0.3,12.6,3.5,1.3,1.6,0,0.1
lemongrass citronella,5,0.076,1.2,0,0.038,0,0,0.4
pumpkin cooked,49,0.2,12,5.1,1.8,2.7,0,0.2
celery cooked,7,0.098,1.5,0.9,0.3,0.6,0,0.2
serrano pepper,2,0.075,0.4,0.2,0.1,0.2,0,0.063
nopales raw,14,0.063,2.9,1,1.1,1.9,0,0.5
sweet potato leaves cooked,22,0.2,4.7,3.5,1.4,1.2,0,0.4
eggplant cooked,33,0.2,8.1,3.2,0.8,2.5,0,0.2
asparagus cooked,3,0.074,0.6,0.2,0.4,0.3,0,0.031
rutabaga cooked,72,0.4,16.4,9.5,2.2,4.3,0,0.4
parsnips raw,128,0.5,30.6,8.2,2,8.3,0,0.2
sour pickles,17,0.3,3.5,1.6,0.5,1.9,0,0.6
turnip greens cooked,29,0.3,6.3,0.8,1.6,5,0,1.2
jerusalem artichokes,110,0.047,26.2,14.4,3,2.4,0,5.1
collard raw,12,0.2,2,0.2,1.1,1.4,0,0.004
chrysanthemum cooked,20,0.036,4.3,2,1.6,2.3,0,0.1
oriental radish dried,314,0.8,73.5,43.3,9.2,27.7,0,7.8
tomatillos,42,1.3,7.7,5.2,1.3,2.5,0,0.8
taro shoots raw,9,0.069,2,0,0.8,0,0,0.5
acorn squash raw,172,0.4,44.9,0,3.4,6.5,0,3
leeks dried,10,0.026,2.4,0,0.5,0.3,0,0.2
cabbage raw,70,0.3,16.2,9,3.6,7,0,0.083
sweet red peppers cooked,19,0.1,4.5,3.2,0.7,0.9,0,0.3
sweet red peppers raw,46,0.4,9,6.3,1.5,3.1,0,0.6
cucumber peeled,16,0.2,2.9,1.8,0.8,0.9,0,0.018
purslane raw,9,0.2,1.5,0,0.9,0,0,0.9
peas onions cooked,81,0.4,15.5,6.8,4.6,4,0,1.7
tomato cooked,22,0.1,4.9,3.1,1.2,0.9,0,0.052
taro shoots cooked,20,0.1,4.5,0,1,0,0,0.6
scots kale raw,28,0.4,5.6,0,1.9,1.1,0,2
artichoke raw,60,0.2,13.5,1.3,4.2,6.9,0,0.3
navy bean sprouts raw,70,0.7,13.6,0,6.4,0,0,2
sweet pickles,146,0.7,33.8,29.2,0.9,1.6,0,0.4
oriental radish cooked,25,0.4,5,2.7,1,2.4,0,0.2
sweet potato leaves raw,15,0.2,3.1,0,0.9,1.9,0,0.3
irishmoss,2,0.049,0.6,0.098,0.037,0.082,0,0.4
drumstick leaves cooked,25,0.4,4.7,0.4,2.2,0.8,0,1
winter squash raw,39,0.2,10,2.6,1.1,1.7,0,0.7
pumpkin raw,30,0.1,7.5,3.2,1.2,0.6,0,0.9
chicory greens,7,0.096,1.4,0.2,0.5,1.2,0,0.081
spinach cooked,41,0.5,6.8,0.8,5.3,4.3,0,0.3
radish pickled,42,0.5,7.8,3,1.7,3.3,0,0.3
sweet onion,106,0.3,25,16.6,2.6,3,0,0.2
salsify cooked,92,0.2,20.7,3.9,3.7,4.2,0,0.7
radish seeds sprouted,16,1,1.4,0,1.4,0,0,0.3
turnips raw,51,0.2,11.8,7,1.6,3.3,0,0.2
burdock root raw,85,0.2,20.5,3.4,1.8,3.9,0,0.9
red cabbage cooked,49,0.2,11.8,5.6,2.6,4.4,0,0.032
jute raw,10,0.046,1.6,0,1.3,0,0,0.049
hot chile pepper dried,2,0.054,0.3,0.2,0.054,0.1,0,0.062
salsify raw,109,0.3,24.7,0,4.4,4.4,0,0.1
crookneck squash raw,24,0.3,4.9,4.5,1.3,1.3,0,0.6
indian squash cooked,38,0.4,7.6,4.7,0.7,3.5,0,0
poi,269,0.3,65.4,0.9,0.9,1,0,0.4
sesbania flower cooked,22,0.007,5.3,0,1.2,0,0,0.6
acorn squash cooked,115,0.3,29.9,0,2.3,9,0,1.9
cauliflower cooked,29,0.6,5.1,2.6,2.3,2.9,0,0.041
crookneck squash cooked,34,0.7,6.8,4.5,1.9,2,0,0.7
laver seaweed,1,0.012,0.1,0.071,0.2,0.09,0,0.087
mountain yam cooked,119,0.1,29,0,2.5,0,0,0.6
pumpkin flowers raw,5,0.084,1.1,0,0.3,0,0,0.2
mustard greens raw,15,0.2,2.6,0.7,1.6,1.8,0,0.9
arrowhead,12,0.084,2.4,0,0.6,0,0,0.3
japanese cabbage,45,0.2,8.5,2,2.4,4.7,0,0.7
mung bean sprouts cooked,24,0.1,4.5,3.5,2.5,1,0,0.8
scallop squash cooked,29,0.3,5.9,2.7,1.9,3.4,0,0.6
pumpkin leaves cooked,15,0.2,2.4,0.5,1.9,1.9,0,2.3
hungarian pepper,8,0.1,1.8,1,0.2,0.3,0,0.1
sweet potato baked,103,0.2,23.6,7.4,2.3,3.8,0,0.8
chinese cabbage pe tsai raw,12,0.2,2.5,1.1,0.9,0.9,0,0.2
taro raw,116,0.2,27.5,0.4,1.6,4.3,0,0.6
yam bean jicama,49,0.1,11.5,2.3,0.9,6.4,0,0.8
olives,10,0.9,0.5,0,0.09,0.1,0,0.5
mustard greens cooked,36,0.7,6.3,2,3.6,2.8,0,1.2
pumpkin flowers cooked,20,0.1,4.4,3.2,1.5,1.2,0,1.2
tree fern cooked,57,0.096,15.3,0,0.4,5.3,0,0.2
yellow corn raw,606,7.9,123.3,1.1,15.6,12.1,0,4.5
endive,9,0.1,1.7,0.1,0.6,1.6,0,0.4
wakame,36,0.5,7.3,0.5,2.4,0.4,0,1.7
tahitian taro raw,55,1.2,8.6,0,3.5,0,0,1.6
broccoli raw,31,0.3,6,1.5,2.6,2.4,0,0.016
sweet green peppers raw,30,0.3,6.9,3.6,1.3,2.5,0,0.5
chinese cabbage pak choi cooked,20,0.3,3,1.4,2.7,1.7,0,1.8
agar,1,0.058,0.3,0.005,0.053,0.027,0,0.002
watercress,4,0.006,0.4,0.099,0.8,0.2,0,0.063
beet greens cooked,39,0.3,7.9,0.9,3.7,4.2,0,2.7
winter squash cooked,76,0.7,18.1,6.8,1.8,5.7,0,0.9
new zealand spinach raw,8,0.1,1.4,0.2,0.8,0.8,0,0.4
okra,4,0.082,0.9,0.2,0.2,0.4,0,0.082
yautia tannier,132,0.5,31.9,0,2,2,0,1.3
mustard spinach cooked,29,0.4,5,0,3.1,3.6,0,1.4
rhubarb cooked,278,0.1,74.9,68.9,0.9,4.8,0,0.024
beets raw,58,0.2,13,9.2,2.2,3.8,0,0.1
drumstick pods raw,37,0.2,8.5,0,2.1,3.2,0,0.4
baby zucchini,2,0.089,0.3,0,0.3,0.1,0,0.098
onion raw,16,0.048,3.7,1.7,0.4,0.7,0,0.011
romanesco cooked,39,0.4,7.7,0,3.7,4,0,0.9
butternut squash raw,90,0.2,23.4,4.4,2,4,0,0.1
amaranth leaves,6,0.075,1.1,0,0.7,0,0,0.6
turnip greens raw,18,0.2,3.9,0.4,0.8,1.8,0,0.6
spaghetti squash raw,31,0.6,7,2.8,0.6,1.5,0,0.3
seaweed dry,52,0.3,9.2,0,3.1,7.3,6.6,13.3
yam cooked,158,0.2,37.4,0.7,2,5.3,0,0.2
corn dried,119,3,18.8,6,4.1,5.8,0,0.7
cucumber,23,0.2,5.4,2.5,1,0.8,0,0.4
arrowroot,78,0.2,16.1,0,5.1,1.6,0,2.7
cardoon raw,30,0.2,7.2,0,1.2,2.8,0,0.4
bamboo shoots cooked,14,0.3,2.3,0,1.8,1.2,0,0.083
summer squash raw,42,0.5,8.7,5.7,3.1,2.9,0,0.1
sweet potato raw,112,0.002,26.2,5.4,2,3.9,0,0.2
green tomato,42,0.4,9.3,7.3,2.2,2,0,0.9
beet greens raw,8,0.078,1.6,0.2,0.8,1.4,0,1
savoy cabbage cooked,41,0.2,9.2,0,3.1,4.8,0,0.089
witloof chicory,9,0.031,2.1,0,0.5,1.6,0,0.1
turnips cooked,34,0.1,7.9,4.7,1.1,3.1,0,0.025
dried tomatoes,5,0.053,1.1,0.8,0.3,0.2,0,0.2
radicchio,15,0.2,2.9,0.4,0.9,0.6,0,0.4
mixed vegetables cooked,118,0.3,23.8,5.7,5.2,8,0,0.2
yellow tomato,32,0.6,6.3,0,2.1,1.5,0,0.2
cardoon cooked,26,0.1,6.4,0,0.9,2,0,0.9
spinach raw,7,0.1,1.1,0.1,0.9,0.7,0,0.8
kale raw,7,0.3,0.9,0.2,0.6,0.9,0,0.3
drumstick pods cooked,42,0.2,9.7,0,2.5,5,0,0.5
kohlrabi raw,72,0.3,16.4,6.9,4.5,9.5,0,0.3
lentil sprouts,82,0.4,17,0,6.9,0,0,2.5
carrots raw,25,0.1,5.8,2.9,0.6,1.7,0,0.022
red chili peppers,18,0.2,4,2.4,0.8,0.7,0,0.5
fennel,73,0.5,17.1,0,2.9,7.3,0,0.2
sweet corn white,63,0.9,13.9,2.4,2.4,2,0,0.049
celeriac raw,66,0.5,14.4,2.5,2.3,2.8,0,0.1
hubbard squash raw,46,0.6,10.1,4.6,2.3,4.5,0,0.033
brussels sprouts cooked,8,0.1,1.5,0.4,0.5,0.5,0,0.3
carrots cooked,16,0.092,3.8,1.6,0.3,1.4,0,0.2
lambs quarters raw,0,0.067,0.069,0,0.08,0.046,0,0.06
lotus root cooked,6,0.056,1.4,0,0.1,0.3,0,0.059
split peas raw,672,2.3,118.9,15.8,48.4,50.2,0,8.7
scots kale cooked,36,0.5,7.3,0,2.5,0,0,2.5
corn cooked,99,1.5,21.6,4.7,3.5,2.5,0,0.025
radish raw,1,0.026,0.2,0.066,0.042,0.002,0,0.052
stinging nettles,37,0.007,6.7,0.2,2.4,6.1,0,1.5
baby carrots,5,0.053,1.2,0.7,0.031,0.4,0,0.1
sweet yellow peppers,50,0.4,11.8,0,1.9,1.7,0,0.9
taro leaves raw,12,0.2,1.9,0.8,1.4,1,0,0.6
corn raw,123,1.9,26.7,9,4.7,2.9,0,0.076
roselle,28,0.4,6.4,0,0.5,0,0,0.8
drumstick leaves raw,13,0.3,1.7,0,2,0.4,0,0.8
scallop squash raw,23,0.3,5,3.1,1.6,1.6,0,0.5
chicory roots,65,0.2,15.8,7.9,1.3,1.4,0,0.051
brussels sprouts raw,8,0.077,1.7,0.4,0.6,0.7,0,0.3
kale cooked,42,1.4,6.3,1.4,3.5,4.7,0,0.2
pupusas con frijoles,289,11.4,39.7,1.6,7,7.3,0,1.8
mustard cabbage,36,0.1,7.2,1.8,1.4,4,0,0.077
gourd raw,19,0.2,4.1,1.9,1.1,1,0,0.016
butternut squash cooked,80,0.2,21,3.9,1.8,6.4,0,1.2
burdock root cooked,146,0.2,35.1,5.9,3.5,3,0,1.3
cassava,330,0.6,78.4,3.5,2.8,3.7,0,0.2
peas carrots cooked,77,0.7,16.2,7,4.9,5,0,1.5
romaine lettuce,8,0.1,1.5,0.6,0.6,1,0,0.5
yam raw,177,0.3,41.8,0.8,2.3,6.2,0,0.3
chowchow pickles,296,2.2,65.3,58.5,3.7,3.7,0,3.4
prairie turnips raw,20,0.029,4.5,0.1,0.3,1,0,0.2
savoy cabbage raw,19,0.017,4.3,1.6,1.4,2.2,0,0.071
celery raw,6,0.045,1.2,0.5,0.3,0.6,0,0.056
celeriac cooked,42,0.3,9.1,0,1.5,0,0,0.7
mustard spinach raw,33,0.5,5.9,0,3.3,4.2,0,2.3
zucchini raw,44,0.8,8.1,6.5,3.1,2.6,0,0.1
okra cooked,35,0.3,7.2,3.8,3,4,0,0.4
white icicle radish,14,0.1,2.6,0,1.1,1.4,0,0.8
orange tomato,18,0.2,3.5,0,1.3,1,0,0.079
pumpkin leaves raw,7,0.2,0.9,0,1.2,0,0,0.9
spaghetti squash cooked,42,0.4,10,3.9,1,2.2,0,0.5
white corn cooked,100,1.5,22.4,8,3.4,2.8,0,0.052
artichoke cooked,64,0.4,14.3,1.2,3.5,10.3,0,0.2
avocado,432,39.6,23,1.8,5.4,18.1,0,0.5
string beans wellsley farms,8,0,1.7,0.3,0.3,0.087,1,0
lambs quarters cooked,58,1.3,9,1.1,5.8,3.8,0,1.3
peas cooked,134,0.4,25,9.5,8.6,8.8,0,0.3
beets cooked,22,0.085,5,4,0.8,1,0,0.021
shallots dried,3,0.013,0.7,0.3,0.1,0.1,0,0.082
green lettuce,23,0.2,4.3,1.2,2,2,0,0.012
kohlrabi cooked,48,0.2,11,4.6,3,1.8,0,0.2
kanpyo dried,139,0.3,35.1,0,4.6,5.3,0,0.2
prairie turnips boiled,18,0.086,4.2,0.7,0.2,1,0,0.1
broccoli raab cooked,21,0.4,2.7,0.5,3.3,2.4,0,0.06
summer squash cooked,49,1,9.9,6.4,2.7,2.9,0,0.3
taro cooked,187,0.1,45.7,0.6,0.7,6.7,0,0.3
spring onion scallions,6,0.077,1.5,0.5,0.4,0.5,0,0.057
hubbard squash cooked,57,0.7,12.3,5.6,2.8,5.5,0,0.095
jalapeno pepper,4,0.002,0.9,0.6,0.1,0.4,0,0.045
new zealand spinach cooked,22,0.3,3.8,0.5,2.3,2.5,0,1.2
sesbania flower raw,1,0.095,0.2,0,0.012,0,0,0.091
spirulina dried,20,0.5,1.7,0.2,4,0.3,0,2
chinese cabbage pe tsai cooked,17,0.2,2.9,0,1.8,2,0,0.4
zucchini cooked,27,0.6,4.8,3.1,2.1,1.8,0,0.7
green olives pickled,4,0.4,0.1,0.051,0.073,0.057,0,0.071
lotus root raw,85,0.1,19.8,0,3,5.6,0,1.3
grape leaves,13,0.3,2.4,0.9,0.8,1.5,0,0.4
dill pickled cucumber,17,0.2,3.7,1.9,0.9,1.6,0,0.5
skunk cabbage,11,0.1,1.8,0,1.5,1.2,0,0.9
banana pepper,9,0.1,1.8,0.6,0.5,1.1,0,0.2
oriental radish raw,61,0.3,13.9,8.5,2,5.4,0,1.4
purslane cooked,21,0.2,4.1,0,1.7,0,0,0.9
rhubarb raw,11,0.1,2.3,0.6,0.5,0.9,0,0.018
swamp cabbage,20,0.2,3.6,0,2,1.9,0,1.3
mung bean sprouts raw,6,0.044,1.2,0.8,0.6,0.4,0,0.072
onion cooked,7,0.034,1.5,0.7,0.2,0.2,0,0.067
swiss chard raw,7,0.042,1.3,0.4,0.6,0.6,0,0.6
peas raw,117,0.6,21,8.2,7.9,7.4,0,2.1
cabbage cooked,35,0.019,8.3,4.2,1.9,2.9,0,0.067
taro leaves cooked,35,0.6,5.6,0,3.9,2.9,0,1.7
leeks cooked,38,0.2,9.4,2.6,1,1.2,0,1.4
split peas cooked,227,0.8,40.2,5.7,16.3,16.3,0,2.5
sweet corn yellow,58,0.4,14.2,2.6,4.1,1.5,0,0.075
asparagus raw,2,0.037,0.5,0.2,0.3,0.3,0,0.039
collard cooked,63,1.4,10.7,0,5.1,7.6,0,2.1
swiss chard cooked,35,0.1,7.2,1.9,3.3,3.7,0,4
nopales cooked,22,0.003,4.9,1.7,2,3,0,0.7
tahitian taro cooked,60,0.9,9.4,0,5.7,0,0,2.1
chinese cabbage pak choi raw,9,0.1,1.5,0.8,1.1,0.7,0,0.6
green chili pepper,18,0.097,4.3,2.3,0.9,0.7,0,0.059
mountain yam raw,91,0.1,22.2,0.4,1.8,3.4,0,0.6
parsnips cooked,114,0.5,27.2,7.7,2.1,6.4,0,0.2
tomato stewed,97,3.3,16.1,0,2.4,2.1,0,0.1
sweet green peppers cooked,19,0.1,4.5,2.3,0.7,0.9,0,0.3
white corn raw,143,2,31.6,5.3,5.3,4.5,0,0.5
rutabaga raw,286,1.2,66.5,34.4,8.3,17.8,0,3.4
jalapeno peppers canned,37,1.3,6.4,2.9,1.3,3.5,0,2.6
pumpkin canned,83,0.7,19.8,8.1,2.7,7.1,0,3.4
peas onions canned,61,0.5,10.3,0,3.9,2.8,0,1
sweet mashed potato canned,258,0.5,59.1,13.9,5,4.3,0,3.4
hominy canned,119,1.5,23.5,3,2.4,4.1,0,1
tomato puree canned,95,0.5,22.5,12.1,4.1,4.8,0,0.7
dried tomatoes canned in oil,6,0.4,0.7,0,0.2,0.2,0,0.057
mixed vegetables canned,88,0.6,17.5,0,3.5,9.3,0,0.3
straw mushrooms canned,2,0.09,0.3,0,0.2,0.1,0,0.06
capers canned,2,0.089,0.4,0.011,0.2,0.3,0,0.1
red peppers canned,15,0.058,3.7,2.4,0.7,0.9,0,0.4
carrots canned,104,0.6,24.4,11.2,2.6,8.2,0,0.5
tomatoes in tomato juice canned,41,0.3,9.6,5.7,1.9,2.4,0,2.3
asparagus canned,62,0.7,10.2,4.1,7.4,4.1,0,2.5
sweet red peppers canned,25,0.4,5.5,0,1.1,1.7,0,1.1
onions canned,12,0.084,2.5,1.4,0.5,0.8,0,0.011
turnip greens canned,27,0.4,4,0.6,2,1.9,0,2.2
hearts of palm,9,0.2,1.5,0,0.8,0.8,0,1
spinach canned,44,0.9,6.8,0,4.9,3.7,0,3.7
sweet potato canned,568,1.3,133.5,98.3,6.3,16,0,5.1
corn canned,49,0.6,11.1,3.3,1.6,1.4,0,0.02
peas carrots canned,97,0.7,21.6,7.2,5.5,8.4,0,0.3
crookneck squash canned,27,0.1,6.2,2.5,1.3,2.9,0,1.5
tomatoes canned,77,0.7,17.6,10.6,4,4.6,0,3.1
pimento canned,44,0.6,9.8,5.2,2.1,3.6,0,3.2
sweet green peppers canned,25,0.4,5.5,0,1.1,1.7,0,1.1
peas canned,57,0.8,9.5,0,3.5,0,0,0.091
chili peppers canned,29,0.4,6.4,0,1,2.4,0,1.8
green peppers canned,15,0.074,3.7,2.3,0.7,0.9,0,0.4
grape leaves canned,20,0.6,3.3,0,1.2,2.8,0,0.8
sauerkraut canned,27,0.2,6.1,2.5,1.3,4.1,0,0.1
beets canned,69,0.2,16.2,13.2,2,3,0,1.5
stewed tomatoes canned,66,0.5,15.8,9,2.3,2.6,0,0.3
tomato paste canned,215,1.2,49.5,31.9,11.3,10.7,0,7.8
bacon ranch salad mcdonalds,389,20.1,19.4,4.9,28.1,3.2,70.2,1.9
caesar salad with grilled chicken mcdonalds,201,5.6,11.3,4.8,29.1,3.3,71,1.8
caesar salad mcdonalds,94,4.4,9.1,4.4,6.8,3.4,10.7,1.3
vegetable salad,22,0.054,4.4,0,1.7,0,0,0.9
vegetable salad with chicken,70,1.5,2.5,0,11.6,0,47.9,0.7
potato salad,358,20.5,27.9,0,6.7,3.3,170,1.6
taco salad taco bell,906,48.9,80.5,0,35.7,16,101.3,9.4
iceberg lettuce,8,0.045,1.7,1.1,0.5,0.7,0,0.033
cornsalad,12,0.2,2,0,1.1,0,0,0.092
potato salad with egg,393,23.5,40.5,12.4,4.9,3.3,42.5,1.3
side salad mcdonalds,17,0.2,3.7,1.9,0.9,1.4,0,0.6
caesar salad with crispy chicken mcdonalds,349,16.4,19.2,4.5,25.7,3.4,55.6,1.8
grape apple salad with walnuts,191,8.2,25.6,20.3,3.5,3.6,1.6,0.5
vegetable salad with cheese egg,68,3.9,3.2,0,5.8,0,65.1,0.4
celtuce,1,0.088,0.3,0,0.071,0.1,0,0.079
arugula,5,0.1,0.7,0.4,0.5,0.3,0,0.3
vegetable salad with shrimp,71,1.7,4.4,0,9.7,0,119.5,0.6
coleslaw,292,18.9,28.4,23.3,1.8,3.6,7.6,0.039
shiitake mushrooms cooked,10,0.007,2.6,0.7,0.3,0.4,0,0.2
shiitake mushrooms raw,6,0.039,1.3,0.5,0.4,0.5,0,0.05
crimini mushrooms,1,0.018,0.3,0.1,0.2,0.064,0,0.098
mushrooms raw,15,0.2,2.3,1.4,2.2,0.7,0,0.4
portabella mushrooms grilled,35,0.7,5.4,2.7,4,2.7,0,0.5
maitake mushrooms,0,0.017,0.072,0.043,0.016,0.041,0,0.013
shiitake mushrooms dried,11,0.061,2.7,0.046,0.3,0.4,0,0.022
chanterelle mushrooms,2,0.063,0.4,0.076,0.033,0.2,0,0.067
cloud ear fungus dried,80,0.2,20.4,0,2.6,19.6,0,1.6
mushrooms cooked,44,0.7,8.3,3.7,3.4,3.4,0,0.8
pepeao dried,72,0.1,19.4,0,1.2,0,0,1.2
truffles,61,4.1,5.4,4.6,0.7,0.3,6.4,0.2
jews ear,25,0.095,6.7,0,0.5,0,0,0.6
enoki mushrooms,1,0.099,0.2,0.034,0.062,0.089,0,0.099
morel mushrooms,4,0.07,0.7,0.096,0.4,0.4,0,0.056
portabella mushrooms raw,19,0.3,3.3,2.2,1.8,1.1,0,0.3
oyster mushroom,5,0.035,0.9,0.2,0.5,0.3,0,0.008
egg,78,5,0.6,0.6,6,0,1.8,3
chicken,165,3.6,0,0,31,0,0.85,0.01
BBQ Rib,580,31,54,18,21,3,60,20
Black Forest Ham,260,4,42,8,18,5,30,15
Chicken & Bacon Ranch Melt,530,26,41,6,36,3,100,20
Chicken Mango Curry,330,7,43,9,24,3,50,25
Chicken Tikka,290,5,39,6,23,2,50,25
Chicken Vindaloo,340,9,42,7,24,3,50,25
Classic Tuna,450,25,38,5,19,2,40,20
Cold Cut Combo,320,12,40,5,16,2,45,20
Genoa Salami,430,23,40,5,18,2,60,20
Italian B.M.T.®,380,17,40,5,19,3,50,20
Meatball Marinara,420,18,47,7,19,4,40,20
Ham & Jack Slider,150,4.5,18,1,8,1,20,6
Italian Spice Slider,230,14,18,2,8,1,30,8
Little Cheesesteak Slider,170,7,19,2,7,1,15,6
Little Turkey Slider,200,10,18,1,9,1,25,6
Southwest Chicken Club,550,27,43,7,34,5,95,20
Steak Club,490,25,40,6,27,2,70,20
Ultimate Steak,600,35,42,6,31,3,80,20
Oven Roasted Chicken,260,3.5,40,7,23,5,45,15
Paneer Tikka,570,30,48,7,29,3,70,40
Roast Beef,280,4.5,40,7,25,6,45,20
Rotisserie-Style Chicken,310,6,40,7,28,5,55,15
Spicy Italian,450,24,40,5,18,3,60,20
Steak & Cheese,340,10,39,5,22,2,50,20
Subway Club®,280,4,41,7,25,5,45,20
Sweet Onion Chicken Teriyaki,320,4,52,16,25,5,50,15
Turkey & Bacon Guacamole,780,27,87,11,49,9,90,35
Turkey Breast,250,3,41,6,20,5,30,15
Ultimate Meatball Marinara,720,45,51,8,30,6,80,25
Ultimate Spicy Italian,730,52,40,3,28,3,105,20
Veggie Delite®,190,2,39,6,9,5,0,15
BBQ Rib,440,30,28,20,17,5,60,15
Black Forest Ham,120,3,12,6,13,4,30,10
Chicken & Bacon Ranch,460,33,13,7,32,4,105,15
Cold Cut Combo,180,11,12,5,12,4,45,15
Italian B.M.T. ®,240,15,12,5,14,4,50,15
Meatball Marinara,290,16,22,9,15,7,40,20
Oven Roasted Chicken,120,2.5,10,5,17,4,45,8
Roast Beef,140,3.5,10,5,19,4,45,20
Rotisserie-Style Chicken,170,5,10,5,23,4,55,10
Southwest Chipotle Chicken Club,780,53,25,11,54,11,180,20
Spicy Italian,300,23,12,5,14,4,60,15
Steak & Cheese,200,9,13,7,19,4,50,15
Steak Club Salad,480,26,21,9,44,6,120,25
Subway Club®,140,3,11,5,19,4,45,15
Sweet Onion Chicken Teriyaki,210,3,30,21,19,4,50,15
Tuna,310,24,10,5,15,4,40,15
Turkey Breast,110,2,11,5,14,4,30,10
Veggie Delite®,50,1,9,5,3,4,0,8
"Bacon, Egg & Cheese",450,20,45,4,24,4,190,15
"Black Forest Ham, Egg & Cheese",410,16,45,4,24,4,185,15
Egg & Cheese,380,15,44,3,19,4,170,15
"Steak, Egg & Cheese",440,18,46,4,27,4,195,20
Bacon,70,6,1,1,5,0,15,0
Caramel Apple Cookie,210,6,37,26,2,0,10,6
Chocolate Chip Cookie,210,10,29,18,2,1,10,10
Chocolate Chip with M&M’s ®,210,10,30,18,2,1,15,6
Chocolate Chunk Cookie,210,10,30,17,2,1,10,8
Dark Chocolate Cherry Cookie,200,8,33,24,2,1,0,8
Double Chocolate,210,9,30,20,2,1,15,10
Oatmeal Raisin Cookie,200,8,30,16,3,1,15,6
Pepperoni,80,7,1,0,3,0,20,0
Raspberry Cheesecake Cookie,200,9,29,16,2,0,15,4
Raspberry Lemonade Cookie,230,11,31,20,2,0,10,4
Sugar Cookie,230,12,28,14,2,1,15,4
White Chip Macadamia Nut Cookie,220,11,28,17,2,1,15,6
BBQ Rib Signature Wrap,1080,65,86,32,38,5,115,30
Black Forest Ham,440,12,57,5,29,4,55,25
Chicken & Bacon Ranch Melt,1590,78,111,11,118,7,335,50
Chipotle Southwest Steak & Cheese,710,33,63,7,41,7,95,30
Cold Cut Combo,560,27,57,4,27,3,90,30
Cripsy Cauliflower Ranch Signature Wrap,820,35,114,5,15,7,5,45
Italian B.M.T. ®,680,37,57,4,32,4,105,25
Meatball Marinara,770,39,75,10,34,8,75,35
Cauliflower Fritter Curry Signature Wrap,790,31,113,4,15,7,5,40
Oven Roasted Chicken,460,11,53,4,38,3,85,20
Roast Beef,490,13,53,4,42,4,90,35
Rotisserie-Style Chicken,550,16,53,3,49,3,115,25
Savory Rotisserie-Style Chicken Caesar,680,30,52,3,53,3,135,25
Spicy Italian,820,52,57,3,31,4,125,30
Subway Club®,490,12,56,4,42,4,85,30
Sweet Onion Chicken Teriyaki,540,12,70,14,42,4,100,25
Tuna,820,54,53,3,33,3,75,30
Turkey Breast,430,10,56,3,32,3,55,25
"Turkey, Bacon & Guacamole",760,37,61,4,47,6,105,25
Veggie Delite®,330,8,55,5,10,5,0,20
Roasted Garlic,210,2.5,41,4,7,2,0,15
9-Grain Honey Oat,190,2,39,5,8,4,0,10
9-Grain Wheat,180,1.5,36,5,8,4,0,10
Artisan Flatbread,220,4,41,3,8,4,0,10
Hearty Italian**,210,2.5,40,3,7,2,0,15
Italian,180,2,34,3,6,1,0,10
Italian Herbs & Cheese,220,4.5,37,3,9,2,10,15
Jalapeño Cheese,220,5,37,3,9,2,10,15
Mini 9-Grain Wheat,120,1,24,2,5,3,0,8
Mini Italian,130,1.5,25,2,5,1,0,8
Monterey Cheddar**,220,5,34,3,9,1,10,10
Parmesan Oregano**,190,2.5,37,3,7,2,0,15
Rosemary & Sea Salt,220,3,40,3,7,2,0,15
Spinach Wrap,290,8,48,1,8,2,0,15
Tomato Basil Wrap,290,8,49,1,8,2,0,15
American,40,3.5,1,0,2,0,10,0
Cheddar**,60,4.5,0,0,4,0,15,0
Monterey Cheddar,50,4.5,0,0,3,0,15,0
Pepperjack**,50,4,0,0,2,0,15,0
Provolone,50,4,0,0,4,0,10,0
